Product,Season,Location,Price (₹)
Ghee,Summer,Jaipur,554.75
Cheese,Winter,Pune,286.99
Curd / Yogurt,Summer,Bangalore,50.92
Eggs,Summer,Chennai,78.6
Chicken,Monsoon,Hyderabad,209.88
Refined oil,Summer,Kolkata,158.17
Mustard oil,Summer,Bangalore,165.59
Vanaspati / Dalda,Summer,Ahmedabad,94.33
Coconut oil,Monsoon,Ahmedabad,205.2
Turmeric powder,Winter,Kolkata,204.39
Red chili powder,Winter,Hyderabad,179.65
Cumin seeds,Winter,Chennai,276.45
Coriander powder,Monsoon,Chennai,140.42
Garam masala,Winter,Pune,223.99
Black salt,Winter,Mumbai,80.67
Chaat masala,Monsoon,Pune,117.22
Pepper powder,Monsoon,Hyderabad,393.44
Mustard seeds,Winter,Lucknow,101.08
Bread,Winter,Delhi,52.52
Pav / Buns,Monsoon,Kolkata,35.63
Burger buns,Monsoon,Kolkata,46.4
Noodles,Summer,Jaipur,46.07
Idli / Dosa batter,Summer,Hyderabad,70.9
Tomato ketchup,Monsoon,Delhi,103.97
Green chutney,Winter,Bangalore,81.83
Tamarind chutney,Monsoon,Bangalore,83.13
Schezwan sauce,Monsoon,Chennai,77.04
Mayonnaise,Monsoon,Delhi,100.5
Vinegar,Winter,Delhi,50.65
Soya sauce,Summer,Lucknow,48.98
Tea leaves,Winter,Mumbai,223.75
Coffee powder,Winter,Lucknow,365.63
Sugar syrup,Summer,Mumbai,56.19
Ice cubes,Summer,Bangalore,8.08
Lemon juice,Monsoon,Pune,43.25
"Flavoring syrups (rose, khus, etc.)",Summer,Hyderabad,170.79
Milk powder,Summer,Pune,297.21
"Dry fruits (cashew, almond, raisins)",Summer,Delhi,666.7
"Essence (vanilla, rose, etc.)",Winter,Lucknow,185.06
Corn starch,Summer,Chennai,96.66
Condensed milk,Winter,Delhi,121.76
Salt,Summer,Ahmedabad,12.32
Sugar,Summer,Lucknow,44.58
Rice,Winter,Lucknow,46.7
Wheat flour (Atta),Winter,Lucknow,39.1
Maida (Refined flour),Winter,Bangalore,26.67
Gram flour (Besan),Monsoon,Delhi,93.39
Corn flour,Winter,Mumbai,49.6
Potato,Monsoon,Bangalore,26.71
Onion,Winter,Pune,36.71
Tomato,Summer,Mumbai,65.26
Cabbage,Monsoon,Mumbai,25.54
Capsicum,Summer,Kolkata,31.14
Carrot,Winter,Ahmedabad,44.57
Green chili,Winter,Chennai,68.01
Coriander leaves,Winter,Kolkata,17.64
Garlic,Monsoon,Kolkata,96.07
Ginger,Monsoon,Chennai,92.24
Lemon,Monsoon,Lucknow,61.73
Milk,Monsoon,Mumbai,48.89
Paneer,Summer,Hyderabad,266.7
Butter,Summer,Delhi,419.4
Ghee,Summer,Ahmedabad,666.48
Cheese,Winter,Delhi,519.84
Curd / Yogurt,Summer,Chennai,49.66
Eggs,Monsoon,Hyderabad,77.91
Chicken,Winter,Ahmedabad,193.09
Refined oil,Summer,Jaipur,134.88
Mustard oil,Monsoon,Chennai,152.71
Vanaspati / Dalda,Winter,Lucknow,115.81
Coconut oil,Winter,Delhi,218.45
Turmeric powder,Winter,Hyderabad,119.8
Red chili powder,Monsoon,Pune,192.24
Cumin seeds,Winter,Hyderabad,151.5
Coriander powder,Summer,Chennai,134.89
Garam masala,Summer,Pune,212.47
Black salt,Monsoon,Mumbai,96.27
Chaat masala,Winter,Hyderabad,114.77
Pepper powder,Monsoon,Lucknow,440.27
Mustard seeds,Winter,Mumbai,109.85
Bread,Summer,Jaipur,44.28
Pav / Buns,Winter,Mumbai,42.7
Burger buns,Monsoon,Delhi,29.98
Noodles,Monsoon,Chennai,40.25
Idli / Dosa batter,Monsoon,Lucknow,56.42
Tomato ketchup,Monsoon,Ahmedabad,96.13
Green chutney,Winter,Chennai,62.13
Tamarind chutney,Summer,Hyderabad,75.83
Schezwan sauce,Summer,Ahmedabad,90.01
Mayonnaise,Monsoon,Mumbai,110.0
Vinegar,Monsoon,Lucknow,31.4
Soya sauce,Monsoon,Lucknow,43.42
Tea leaves,Winter,Pune,212.7
Coffee powder,Summer,Kolkata,352.2
Sugar syrup,Monsoon,Jaipur,38.47
Ice cubes,Summer,Chennai,4.95
Lemon juice,Winter,Delhi,43.19
"Flavoring syrups (rose, khus, etc.)",Monsoon,Ahmedabad,144.09
Milk powder,Summer,Mumbai,545.31
"Dry fruits (cashew, almond, raisins)",Summer,Hyderabad,491.96
"Essence (vanilla, rose, etc.)",Summer,Pune,309.47
Corn starch,Winter,Delhi,80.28
Condensed milk,Monsoon,Delhi,121.78
Salt,Summer,Lucknow,13.9
Sugar,Winter,Kolkata,36.8
Rice,Monsoon,Jaipur,61.95
Wheat flour (Atta),Winter,Chennai,42.89
Maida (Refined flour),Summer,Jaipur,39.37
Gram flour (Besan),Monsoon,Ahmedabad,74.02
Corn flour,Winter,Hyderabad,57.38
Potato,Summer,Ahmedabad,30.56
Onion,Winter,Mumbai,27.95
Tomato,Summer,Ahmedabad,31.0
Cabbage,Winter,Bangalore,24.43
Capsicum,Monsoon,Mumbai,46.59
Carrot,Winter,Bangalore,51.56
Green chili,Winter,Delhi,76.72
Coriander leaves,Summer,Chennai,20.57
Garlic,Winter,Hyderabad,106.26
Ginger,Monsoon,Chennai,79.11
Lemon,Winter,Kolkata,57.97
Milk,Monsoon,Pune,65.23
Paneer,Summer,Bangalore,286.77
Butter,Monsoon,Delhi,596.31
Ghee,Winter,Pune,612.45
Cheese,Winter,Mumbai,335.63
Curd / Yogurt,Monsoon,Chennai,48.42
Eggs,Monsoon,Jaipur,89.02
Chicken,Monsoon,Kolkata,222.13
Refined oil,Summer,Lucknow,131.0
Mustard oil,Monsoon,Delhi,193.25
Vanaspati / Dalda,Monsoon,Bangalore,116.39
Coconut oil,Monsoon,Chennai,234.72
Turmeric powder,Summer,Hyderabad,196.93
Red chili powder,Summer,Lucknow,118.56
Cumin seeds,Monsoon,Chennai,224.78
Coriander powder,Monsoon,Ahmedabad,116.87
Garam masala,Monsoon,Pune,272.54
Black salt,Winter,Bangalore,74.5
Chaat masala,Monsoon,Lucknow,130.79
Pepper powder,Winter,Mumbai,327.41
Mustard seeds,Monsoon,Lucknow,121.29
Bread,Monsoon,Delhi,38.66
Pav / Buns,Monsoon,Mumbai,29.3
Burger buns,Winter,Delhi,38.55
Noodles,Winter,Lucknow,39.24
Idli / Dosa batter,Winter,Jaipur,47.18
Tomato ketchup,Summer,Jaipur,104.38
Green chutney,Monsoon,Delhi,77.61
Tamarind chutney,Summer,Lucknow,99.61
Schezwan sauce,Monsoon,Hyderabad,79.07
Mayonnaise,Monsoon,Chennai,92.56
Vinegar,Winter,Chennai,53.98
Soya sauce,Winter,Hyderabad,70.01
Tea leaves,Monsoon,Chennai,201.39
Coffee powder,Winter,Bangalore,390.19
Sugar syrup,Monsoon,Ahmedabad,45.0
Ice cubes,Winter,Delhi,9.61
Lemon juice,Winter,Bangalore,23.96
"Flavoring syrups (rose, khus, etc.)",Monsoon,Kolkata,186.88
Milk powder,Monsoon,Jaipur,471.55
"Dry fruits (cashew, almond, raisins)",Winter,Hyderabad,476.83
"Essence (vanilla, rose, etc.)",Summer,Hyderabad,315.28
Corn starch,Winter,Chennai,76.14
Condensed milk,Winter,Ahmedabad,104.73
Salt,Monsoon,Hyderabad,15.06
Sugar,Summer,Hyderabad,40.47
Rice,Monsoon,Chennai,48.82
Wheat flour (Atta),Summer,Pune,43.12
Maida (Refined flour),Winter,Jaipur,35.78
Gram flour (Besan),Summer,Hyderabad,89.5
Corn flour,Summer,Kolkata,49.23
Potato,Winter,Lucknow,28.22
Onion,Monsoon,Mumbai,38.09
Tomato,Winter,Pune,75.53
Cabbage,Winter,Lucknow,29.27
Capsicum,Winter,Lucknow,39.19
Carrot,Summer,Hyderabad,43.53
Green chili,Winter,Jaipur,37.82
Coriander leaves,Summer,Hyderabad,11.92
Garlic,Summer,Kolkata,89.05
Ginger,Winter,Mumbai,60.08
Lemon,Summer,Chennai,51.66
Milk,Summer,Bangalore,69.09
Paneer,Monsoon,Mumbai,216.08
Butter,Winter,Delhi,442.34
Ghee,Winter,Delhi,573.69
Cheese,Summer,Delhi,455.19
Curd / Yogurt,Winter,Jaipur,44.29
Eggs,Monsoon,Ahmedabad,69.98
Chicken,Summer,Ahmedabad,224.46
Refined oil,Monsoon,Lucknow,139.29
Mustard oil,Monsoon,Bangalore,152.41
Vanaspati / Dalda,Winter,Lucknow,107.41
Coconut oil,Winter,Lucknow,264.17
Turmeric powder,Monsoon,Kolkata,112.96
Red chili powder,Monsoon,Bangalore,180.34
Cumin seeds,Winter,Bangalore,263.38
Coriander powder,Monsoon,Pune,124.65
Garam masala,Summer,Kolkata,247.03
Black salt,Winter,Jaipur,68.43
Chaat masala,Monsoon,Hyderabad,103.94
Pepper powder,Winter,Pune,346.99
Mustard seeds,Winter,Ahmedabad,102.68
Bread,Monsoon,Bangalore,42.6
Pav / Buns,Summer,Pune,39.27
Burger buns,Winter,Bangalore,31.53
Noodles,Summer,Lucknow,39.52
Idli / Dosa batter,Monsoon,Chennai,78.11
Tomato ketchup,Summer,Chennai,92.8
Green chutney,Summer,Delhi,57.84
Tamarind chutney,Winter,Delhi,90.8
Schezwan sauce,Monsoon,Jaipur,103.71
Mayonnaise,Monsoon,Chennai,104.13
Vinegar,Summer,Pune,33.74
Soya sauce,Monsoon,Pune,54.61
Tea leaves,Monsoon,Lucknow,236.83
Coffee powder,Summer,Kolkata,472.11
Sugar syrup,Summer,Jaipur,57.72
Ice cubes,Monsoon,Mumbai,5.4
Lemon juice,Monsoon,Mumbai,35.02
"Flavoring syrups (rose, khus, etc.)",Summer,Kolkata,161.88
Milk powder,Monsoon,Ahmedabad,343.92
"Dry fruits (cashew, almond, raisins)",Summer,Kolkata,691.12
"Essence (vanilla, rose, etc.)",Winter,Delhi,272.25
Corn starch,Monsoon,Hyderabad,67.72
Condensed milk,Summer,Kolkata,99.32
Salt,Monsoon,Kolkata,13.41
Sugar,Monsoon,Pune,46.0
Rice,Winter,Jaipur,53.25
Wheat flour (Atta),Monsoon,Kolkata,39.35
Maida (Refined flour),Winter,Chennai,34.16
Gram flour (Besan),Summer,Jaipur,85.22
Corn flour,Winter,Mumbai,59.2
Potato,Monsoon,Lucknow,35.42
Onion,Summer,Chennai,32.12
Tomato,Winter,Hyderabad,31.85
Cabbage,Monsoon,Ahmedabad,14.21
Capsicum,Monsoon,Chennai,27.83
Carrot,Monsoon,Bangalore,31.95
Green chili,Winter,Kolkata,59.88
Coriander leaves,Monsoon,Kolkata,15.27
Garlic,Monsoon,Kolkata,62.42
Ginger,Monsoon,Lucknow,53.65
Lemon,Winter,Ahmedabad,63.27
Milk,Summer,Delhi,68.0
Paneer,Winter,Kolkata,226.82
Butter,Winter,Bangalore,536.99
Ghee,Winter,Lucknow,653.87
Cheese,Winter,Mumbai,445.98
Curd / Yogurt,Summer,Lucknow,51.78
Eggs,Winter,Chennai,112.1
Chicken,Summer,Hyderabad,231.14
Refined oil,Summer,Jaipur,121.84
Mustard oil,Monsoon,Chennai,175.05
Vanaspati / Dalda,Summer,Hyderabad,147.02
Coconut oil,Monsoon,Kolkata,246.65
Turmeric powder,Monsoon,Lucknow,127.89
Red chili powder,Summer,Lucknow,186.1
Cumin seeds,Winter,Chennai,147.38
Coriander powder,Winter,Mumbai,202.82
Garam masala,Monsoon,Mumbai,204.58
Black salt,Winter,Kolkata,87.96
Chaat masala,Monsoon,Mumbai,98.44
Pepper powder,Winter,Delhi,387.51
Mustard seeds,Monsoon,Bangalore,99.52
Bread,Summer,Kolkata,28.17
Pav / Buns,Monsoon,Bangalore,31.23
Burger buns,Summer,Lucknow,39.96
Noodles,Winter,Delhi,42.83
Idli / Dosa batter,Winter,Hyderabad,73.78
Tomato ketchup,Summer,Bangalore,123.86
Green chutney,Summer,Delhi,73.0
Tamarind chutney,Winter,Bangalore,80.99
Schezwan sauce,Winter,Bangalore,72.42
Mayonnaise,Summer,Bangalore,114.31
Vinegar,Winter,Lucknow,51.56
Soya sauce,Winter,Chennai,62.37
Tea leaves,Winter,Chennai,443.29
Coffee powder,Summer,Delhi,347.38
Sugar syrup,Monsoon,Bangalore,56.31
Ice cubes,Winter,Ahmedabad,4.68
Lemon juice,Summer,Bangalore,25.25
"Flavoring syrups (rose, khus, etc.)",Monsoon,Kolkata,182.0
Milk powder,Summer,Delhi,484.93
"Dry fruits (cashew, almond, raisins)",Summer,Ahmedabad,527.92
"Essence (vanilla, rose, etc.)",Summer,Jaipur,368.23
Corn starch,Monsoon,Hyderabad,74.11
Condensed milk,Monsoon,Hyderabad,126.57
Salt,Winter,Hyderabad,14.38
Sugar,Winter,Bangalore,34.67
Rice,Summer,Bangalore,59.94
Wheat flour (Atta),Winter,Lucknow,34.37
Maida (Refined flour),Summer,Lucknow,31.81
Gram flour (Besan),Winter,Pune,96.12
Corn flour,Winter,Jaipur,54.61
Potato,Winter,Hyderabad,36.64
Onion,Winter,Chennai,49.31
Tomato,Summer,Pune,22.8
Cabbage,Summer,Mumbai,18.0
Capsicum,Monsoon,Lucknow,52.35
Carrot,Monsoon,Jaipur,36.01
Green chili,Summer,Pune,47.36
Coriander leaves,Monsoon,Jaipur,11.25
Garlic,Monsoon,Pune,70.47
Ginger,Winter,Mumbai,82.15
Lemon,Summer,Hyderabad,47.7
Milk,Summer,Pune,62.01
Paneer,Monsoon,Bangalore,321.17
Butter,Winter,Delhi,501.72
Ghee,Monsoon,Kolkata,688.13
Cheese,Monsoon,Kolkata,516.95
Curd / Yogurt,Monsoon,Pune,57.11
Eggs,Winter,Chennai,78.0
Chicken,Winter,Delhi,204.2
Refined oil,Winter,Delhi,129.25
Mustard oil,Summer,Kolkata,144.44
Vanaspati / Dalda,Winter,Bangalore,94.76
Coconut oil,Summer,Hyderabad,262.83
Turmeric powder,Winter,Delhi,174.58
Red chili powder,Winter,Delhi,231.23
Cumin seeds,Winter,Ahmedabad,197.73
Coriander powder,Winter,Bangalore,155.69
Garam masala,Summer,Pune,274.45
Black salt,Monsoon,Bangalore,65.15
Chaat masala,Winter,Ahmedabad,100.02
Pepper powder,Monsoon,Jaipur,315.73
Mustard seeds,Monsoon,Pune,111.77
Bread,Winter,Pune,36.11
Pav / Buns,Summer,Chennai,28.65
Burger buns,Summer,Jaipur,29.14
Noodles,Summer,Kolkata,49.44
Idli / Dosa batter,Summer,Hyderabad,67.85
Tomato ketchup,Winter,Delhi,85.46
Green chutney,Monsoon,Pune,88.69
Tamarind chutney,Monsoon,Ahmedabad,97.63
Schezwan sauce,Summer,Bangalore,69.07
Mayonnaise,Summer,Mumbai,101.07
Vinegar,Monsoon,Kolkata,44.41
Soya sauce,Winter,Delhi,81.52
Tea leaves,Summer,Jaipur,445.03
Coffee powder,Monsoon,Ahmedabad,411.55
Sugar syrup,Summer,Chennai,58.16
Ice cubes,Summer,Pune,7.96
Lemon juice,Monsoon,Pune,26.6
"Flavoring syrups (rose, khus, etc.)",Summer,Pune,168.95
Milk powder,Winter,Chennai,311.83
"Dry fruits (cashew, almond, raisins)",Summer,Chennai,491.53
"Essence (vanilla, rose, etc.)",Monsoon,Bangalore,401.69
Corn starch,Monsoon,Bangalore,82.83
Condensed milk,Summer,Bangalore,94.82
Salt,Monsoon,Kolkata,14.22
Sugar,Winter,Ahmedabad,42.71
Rice,Monsoon,Mumbai,62.06
Wheat flour (Atta),Monsoon,Mumbai,45.32
Maida (Refined flour),Winter,Mumbai,39.08
Gram flour (Besan),Summer,Delhi,72.38
Corn flour,Summer,Chennai,41.75
Potato,Monsoon,Delhi,27.8
Onion,Summer,Kolkata,41.75
Tomato,Monsoon,Chennai,27.68
Cabbage,Monsoon,Lucknow,30.92
Capsicum,Summer,Hyderabad,29.94
Carrot,Summer,Chennai,46.64
Green chili,Winter,Pune,76.44
Coriander leaves,Monsoon,Bangalore,15.29
Garlic,Monsoon,Jaipur,66.6
Ginger,Monsoon,Chennai,50.33
Lemon,Winter,Delhi,44.68
Milk,Monsoon,Jaipur,61.17
Paneer,Monsoon,Jaipur,274.78
Butter,Winter,Ahmedabad,468.44
Ghee,Monsoon,Delhi,661.82
Cheese,Summer,Hyderabad,289.56
Curd / Yogurt,Summer,Jaipur,53.65
Eggs,Summer,Kolkata,85.05
Chicken,Winter,Ahmedabad,290.29
Refined oil,Winter,Bangalore,167.02
Mustard oil,Summer,Jaipur,180.76
Vanaspati / Dalda,Monsoon,Delhi,115.84
Coconut oil,Winter,Ahmedabad,213.72
Turmeric powder,Winter,Chennai,149.85
Red chili powder,Summer,Chennai,230.47
Cumin seeds,Monsoon,Lucknow,221.91
Coriander powder,Winter,Ahmedabad,177.45
Garam masala,Winter,Kolkata,288.02
Black salt,Summer,Kolkata,90.98
Chaat masala,Summer,Kolkata,150.23
Pepper powder,Summer,Kolkata,386.65
Mustard seeds,Winter,Bangalore,101.3
Bread,Winter,Jaipur,39.08
Pav / Buns,Summer,Chennai,42.93
Burger buns,Winter,Lucknow,27.76
Noodles,Summer,Pune,39.08
Idli / Dosa batter,Summer,Kolkata,68.54
Tomato ketchup,Summer,Hyderabad,121.17
Green chutney,Monsoon,Lucknow,89.06
Tamarind chutney,Monsoon,Ahmedabad,94.4
Schezwan sauce,Summer,Chennai,100.4
Mayonnaise,Winter,Kolkata,120.37
Vinegar,Monsoon,Mumbai,60.45
Soya sauce,Summer,Mumbai,54.88
Tea leaves,Winter,Ahmedabad,264.57
Coffee powder,Summer,Ahmedabad,498.59
Sugar syrup,Winter,Delhi,37.41
Ice cubes,Monsoon,Chennai,8.31
Lemon juice,Monsoon,Kolkata,28.45
"Flavoring syrups (rose, khus, etc.)",Monsoon,Kolkata,129.61
Milk powder,Winter,Chennai,349.0
"Dry fruits (cashew, almond, raisins)",Summer,Jaipur,450.83
"Essence (vanilla, rose, etc.)",Monsoon,Bangalore,321.48
Corn starch,Winter,Delhi,94.93
Condensed milk,Winter,Delhi,103.15
Salt,Summer,Pune,13.88
Sugar,Winter,Chennai,40.73
Rice,Summer,Jaipur,51.68
Wheat flour (Atta),Monsoon,Chennai,44.49
Maida (Refined flour),Summer,Bangalore,39.17
Gram flour (Besan),Monsoon,Kolkata,103.25
Corn flour,Summer,Mumbai,49.36
Potato,Winter,Bangalore,21.74
Onion,Summer,Lucknow,70.73
Tomato,Monsoon,Pune,48.09
Cabbage,Winter,Ahmedabad,28.0
Capsicum,Summer,Pune,56.76
Carrot,Winter,Bangalore,45.06
Green chili,Winter,Ahmedabad,78.37
Coriander leaves,Summer,Bangalore,17.55
Garlic,Monsoon,Kolkata,78.41
Ginger,Winter,Hyderabad,55.69
Lemon,Winter,Delhi,61.36
Milk,Monsoon,Mumbai,67.88
Paneer,Summer,Delhi,276.0
Butter,Summer,Jaipur,492.67
Ghee,Winter,Ahmedabad,635.13
Cheese,Summer,Mumbai,444.26
Curd / Yogurt,Summer,Lucknow,41.7
Eggs,Summer,Mumbai,75.44
Chicken,Winter,Lucknow,211.66
Refined oil,Winter,Pune,140.02
Mustard oil,Winter,Pune,155.63
Vanaspati / Dalda,Monsoon,Jaipur,132.39
Coconut oil,Summer,Pune,253.6
Turmeric powder,Monsoon,Bangalore,175.77
Red chili powder,Summer,Lucknow,194.34
Cumin seeds,Monsoon,Lucknow,244.81
Coriander powder,Winter,Kolkata,128.48
Garam masala,Summer,Ahmedabad,221.98
Black salt,Monsoon,Hyderabad,97.51
Chaat masala,Monsoon,Jaipur,120.39
Pepper powder,Summer,Mumbai,360.42
Mustard seeds,Winter,Pune,110.58
Bread,Monsoon,Bangalore,45.08
Pav / Buns,Winter,Chennai,31.66
Burger buns,Monsoon,Bangalore,41.28
Noodles,Winter,Delhi,52.94
Idli / Dosa batter,Monsoon,Ahmedabad,75.98
Tomato ketchup,Summer,Kolkata,106.18
Green chutney,Winter,Kolkata,63.84
Tamarind chutney,Summer,Chennai,94.5
Schezwan sauce,Summer,Pune,79.17
Mayonnaise,Monsoon,Mumbai,95.69
Vinegar,Summer,Kolkata,32.08
Soya sauce,Monsoon,Kolkata,58.43
Tea leaves,Monsoon,Jaipur,222.34
Coffee powder,Monsoon,Lucknow,503.49
Sugar syrup,Winter,Kolkata,54.79
Ice cubes,Monsoon,Bangalore,8.93
Lemon juice,Winter,Jaipur,35.65
"Flavoring syrups (rose, khus, etc.)",Summer,Bangalore,124.81
Milk powder,Monsoon,Kolkata,332.01
"Dry fruits (cashew, almond, raisins)",Winter,Ahmedabad,537.41
"Essence (vanilla, rose, etc.)",Summer,Bangalore,307.92
Corn starch,Winter,Bangalore,84.4
Condensed milk,Winter,Ahmedabad,126.08
Salt,Summer,Chennai,14.51
Sugar,Summer,Delhi,40.31
Rice,Monsoon,Ahmedabad,39.82
Wheat flour (Atta),Monsoon,Chennai,32.15
Maida (Refined flour),Summer,Hyderabad,29.73
Gram flour (Besan),Summer,Mumbai,66.68
Corn flour,Monsoon,Chennai,51.39
Potato,Summer,Pune,21.89
Onion,Winter,Chennai,67.11
Tomato,Winter,Ahmedabad,41.71
Cabbage,Monsoon,Jaipur,31.34
Capsicum,Winter,Ahmedabad,50.0
Carrot,Summer,Chennai,34.22
Green chili,Winter,Chennai,48.98
Coriander leaves,Summer,Ahmedabad,17.59
Garlic,Summer,Ahmedabad,99.16
Ginger,Monsoon,Delhi,78.85
Lemon,Winter,Bangalore,34.21
Milk,Monsoon,Lucknow,53.15
Paneer,Monsoon,Jaipur,260.33
Butter,Monsoon,Bangalore,600.52
Ghee,Monsoon,Jaipur,779.02
Cheese,Winter,Hyderabad,548.19
Curd / Yogurt,Monsoon,Pune,53.72
Eggs,Monsoon,Pune,84.49
Chicken,Summer,Pune,294.55
Refined oil,Winter,Kolkata,154.23
Mustard oil,Monsoon,Bangalore,193.45
Vanaspati / Dalda,Summer,Pune,130.25
Coconut oil,Monsoon,Bangalore,187.67
Turmeric powder,Winter,Mumbai,106.98
Red chili powder,Monsoon,Kolkata,188.06
Cumin seeds,Summer,Jaipur,210.63
Coriander powder,Winter,Delhi,109.46
Garam masala,Summer,Ahmedabad,230.46
Black salt,Monsoon,Bangalore,69.56
Chaat masala,Monsoon,Mumbai,124.99
Pepper powder,Monsoon,Mumbai,381.97
Mustard seeds,Monsoon,Delhi,104.04
Bread,Summer,Lucknow,43.88
Pav / Buns,Summer,Ahmedabad,39.71
Burger buns,Monsoon,Bangalore,26.9
Noodles,Monsoon,Mumbai,54.92
Idli / Dosa batter,Monsoon,Bangalore,63.73
Tomato ketchup,Winter,Jaipur,95.29
Green chutney,Monsoon,Hyderabad,66.81
Tamarind chutney,Winter,Mumbai,80.98
Schezwan sauce,Summer,Mumbai,80.85
Mayonnaise,Winter,Kolkata,97.79
Vinegar,Winter,Mumbai,56.32
Soya sauce,Winter,Lucknow,57.09
Tea leaves,Winter,Hyderabad,347.07
Coffee powder,Monsoon,Kolkata,476.39
Sugar syrup,Winter,Bangalore,55.94
Ice cubes,Monsoon,Pune,9.58
Lemon juice,Monsoon,Hyderabad,35.46
"Flavoring syrups (rose, khus, etc.)",Summer,Bangalore,141.99
Milk powder,Winter,Chennai,458.24
"Dry fruits (cashew, almond, raisins)",Winter,Ahmedabad,712.15
"Essence (vanilla, rose, etc.)",Monsoon,Bangalore,218.28
Corn starch,Monsoon,Delhi,69.88
Condensed milk,Monsoon,Mumbai,94.22
Salt,Winter,Ahmedabad,11.04
Sugar,Winter,Chennai,42.42
Rice,Winter,Delhi,71.58
Wheat flour (Atta),Summer,Chennai,37.23
Maida (Refined flour),Monsoon,Hyderabad,39.91
Gram flour (Besan),Monsoon,Kolkata,78.63
Corn flour,Summer,Bangalore,56.35
Potato,Winter,Jaipur,22.76
Onion,Summer,Ahmedabad,43.67
Tomato,Monsoon,Jaipur,69.66
Cabbage,Summer,Kolkata,32.82
Capsicum,Winter,Delhi,44.68
Carrot,Summer,Delhi,38.01
Green chili,Winter,Delhi,61.11
Coriander leaves,Monsoon,Chennai,14.54
Garlic,Monsoon,Jaipur,120.73
Ginger,Winter,Delhi,56.64
Lemon,Monsoon,Kolkata,52.53
Milk,Summer,Delhi,63.1
Paneer,Monsoon,Kolkata,280.84
Butter,Monsoon,Delhi,406.45
Ghee,Winter,Ahmedabad,663.34
Cheese,Monsoon,Hyderabad,413.12
Curd / Yogurt,Monsoon,Kolkata,63.84
Eggs,Monsoon,Jaipur,108.55
Chicken,Winter,Lucknow,187.65
Refined oil,Monsoon,Delhi,140.96
Mustard oil,Summer,Hyderabad,155.12
Vanaspati / Dalda,Summer,Kolkata,109.62
Coconut oil,Monsoon,Bangalore,213.72
Turmeric powder,Winter,Hyderabad,181.43
Red chili powder,Monsoon,Bangalore,136.56
Cumin seeds,Summer,Mumbai,189.23
Coriander powder,Monsoon,Hyderabad,181.11
Garam masala,Monsoon,Delhi,281.78
Black salt,Summer,Hyderabad,99.54
Chaat masala,Monsoon,Bangalore,153.43
Pepper powder,Monsoon,Ahmedabad,388.24
Mustard seeds,Winter,Kolkata,86.23
Bread,Monsoon,Lucknow,37.26
Pav / Buns,Summer,Kolkata,28.53
Burger buns,Summer,Mumbai,23.78
Noodles,Summer,Lucknow,44.65
Idli / Dosa batter,Monsoon,Delhi,62.48
Tomato ketchup,Summer,Chennai,104.77
Green chutney,Winter,Bangalore,69.3
Tamarind chutney,Winter,Lucknow,72.78
Schezwan sauce,Monsoon,Hyderabad,113.63
Mayonnaise,Monsoon,Kolkata,113.92
Vinegar,Summer,Ahmedabad,62.67
Soya sauce,Summer,Bangalore,63.64
Tea leaves,Summer,Lucknow,284.6
Coffee powder,Summer,Chennai,436.39
Sugar syrup,Monsoon,Pune,45.2
Ice cubes,Winter,Lucknow,6.03
Lemon juice,Winter,Kolkata,30.98
"Flavoring syrups (rose, khus, etc.)",Winter,Delhi,159.17
Milk powder,Summer,Bangalore,350.64
"Dry fruits (cashew, almond, raisins)",Monsoon,Kolkata,487.55
"Essence (vanilla, rose, etc.)",Winter,Delhi,357.32
Corn starch,Summer,Mumbai,68.82
Condensed milk,Winter,Hyderabad,105.58
Salt,Monsoon,Delhi,14.87
Sugar,Monsoon,Kolkata,41.2
Rice,Winter,Hyderabad,43.68
Wheat flour (Atta),Winter,Lucknow,30.3
Maida (Refined flour),Summer,Lucknow,42.98
Gram flour (Besan),Summer,Jaipur,92.1
Corn flour,Winter,Hyderabad,43.75
Potato,Winter,Ahmedabad,27.93
Onion,Winter,Ahmedabad,29.32
Tomato,Winter,Pune,21.06
Cabbage,Summer,Kolkata,28.95
Capsicum,Summer,Delhi,38.26
Carrot,Monsoon,Delhi,33.81
Green chili,Winter,Pune,57.89
Coriander leaves,Summer,Ahmedabad,20.84
Garlic,Winter,Pune,101.86
Ginger,Winter,Jaipur,54.4
Lemon,Summer,Chennai,71.36
Milk,Winter,Hyderabad,51.22
Paneer,Monsoon,Mumbai,227.49
Butter,Winter,Ahmedabad,653.9
Ghee,Monsoon,Pune,535.01
Cheese,Winter,Chennai,433.61
Curd / Yogurt,Winter,Kolkata,40.5
Eggs,Winter,Ahmedabad,84.76
Chicken,Summer,Lucknow,206.7
Refined oil,Summer,Mumbai,125.21
Mustard oil,Winter,Hyderabad,191.92
Vanaspati / Dalda,Summer,Mumbai,130.38
Coconut oil,Monsoon,Mumbai,168.1
Turmeric powder,Monsoon,Pune,119.7
Red chili powder,Winter,Kolkata,136.58
Cumin seeds,Summer,Lucknow,168.58
Coriander powder,Monsoon,Bangalore,119.13
Garam masala,Summer,Chennai,238.2
Black salt,Summer,Lucknow,92.72
Chaat masala,Winter,Bangalore,125.18
Pepper powder,Summer,Pune,358.98
Mustard seeds,Winter,Delhi,103.58
Bread,Winter,Pune,53.53
Pav / Buns,Summer,Jaipur,38.35
Burger buns,Winter,Pune,30.91
Noodles,Summer,Lucknow,37.33
